W,I
1513.4081718449588,9.4
1513.8540552795494,10.7
1514.2998706753253,11.0
1514.7456180384843,6.7
1515.1912973752317,11.0
1515.636908691767,10.4
1516.0824519942946,15.2
1516.5279272890157,9.8
1516.9733345821385,12.7
1517.4186738798626,11.6
1517.863945188398,7.0
1518.30914851394,8.0
1518.754283862697,13.0
1519.199351240877,10.7
1519.6443506546748,10.1
1520.0892821103052,9.4
1520.5341456139658,9.8
1520.9789411718689,7.0
1521.4236687902094,10.5
1521.8683284752067,8.2
1522.3129202330513,10.5
1522.75744406996,11.6
1523.2018999921324,4.8
1523.6462880057854,8.9
1524.090608117114,11.9
1524.5348603323241,5.7
1524.9790446576305,19.6
1525.423161099237,9.8
1525.867209663345,12.3
1526.3111903561717,12.8
1526.7551031839182,8.5
1527.1989481527933,11.3
1527.6427252690069,3.2
1528.086434538765,10.1
1528.5300759682734,9.8
1528.973649563745,7.6
1529.417155331388,14.2
1529.8605932774055,6.2
1530.303963408015,14.8
1530.7472657294245,9.0
1531.1905002478331,12.1
1531.6336669694604,9.8
1532.0767659005116,10.1
1532.5197970471977,7.5
1532.962760415731,4.4
1533.4056560123195,13.2
1533.8484838431734,11.5
1534.2912439145034,6.0
1534.7339362325195,10.8
1535.1765608034364,12.6
1535.6191176334578,11.9
1536.0616067288051,17.3
1536.504028095682,5.9
1536.946381740299,5.9
1537.3886676688749,10.5
1537.8308858876198,12.0
1538.2730364027377,13.2
1538.7151192204542,10.0
1539.157134346973,11.4
1539.5990817885022,12.3
1540.0409615512694,11.7
1540.4827736414786,10.9
1540.9245180653445,12.4
1541.3661948290792,8.6
1541.8078039388956,13.3
1542.249345401008,10.2
1542.6908192216335,11.7
1543.1322254069844,6.8
1543.573563963271,10.7
1544.0148348967145,8.8
1544.4560382135296,11.9
1544.8971739199244,8.7
1545.3382420221158,16.8
1545.7792425263247,14.2
1546.2201754387595,14.5
1546.661040765639,13.8
1547.101838513178,11.5
1547.5425686875913,10.0
1547.983231295104,19.4
1548.423826341918,10.3
1548.8643538342583,6.7
1549.3048137783403,15.0
1549.7452061803826,11.0
1550.1855310465976,15.7
1550.6257883832045,6.4
1551.06597819642,12.0
1551.506100492463,8.0
1551.9461552775483,11.4
1552.386142557897,11.3
1552.8260623397282,12.4
1553.265914629252,10.3
1553.7056994326938,13.5
1554.1454167562752,18.4
1554.585066606206,18.7
1555.024648988712,13.2
1555.4641639100057,19.9
1555.9036113763102,13.3
1556.342991393849,14.7
1556.7823039688324,9.4
1557.2215491074858,18.2
1557.660726816028,12.4
1558.0998371006808,13.2
1558.5388799676625,16.9
1558.9778554231902,17.4
1559.4167634734915,11.3
1559.8556041247812,13.4
1560.2943773832824,18.1
1560.7330832552163,7.8
1561.1717217468022,19.1
1561.6102928642672,13.8
1562.0487966138287,7.6
1562.4872330017051,17.4
1562.9256020341224,11.4
1563.3639037173014,19.9
1563.8021380574655,8.1
1564.2403050608361,16.8
1564.6784047336384,17.9
1565.1164370820873,18.5
1565.5544021124122,14.7
1565.9922998308389,17.4
1566.4301302435822,6.7
1566.8678933568758,10.9
1567.3055891769327,12.0
1567.7432177099824,13.5
1568.1807789622483,16.0
1568.6182729399513,16.5
1569.0556996493174,17.2
1569.4930590965782,17.6
1569.9303512879465,18.1
1570.3675762296539,11.9
1570.8047339279217,15.8
1571.24182438898,15.3
1571.6788476190475,21.1
1572.1158036243517,14.8
1572.552692411123,15.0
1572.989513985584,12.1
1573.4262683539541,22.7
1573.8629555224697,20.0
1574.299575497352,22.0
1574.7361282848283,25.5
1575.1726138911222,15.0
1575.609032322461,20.4
1576.0453835850794,21.8
1576.4816676851938,18.6
1576.9178846290365,16.6
1577.3540344228327,22.6
1577.7901170728167,15.6
1578.2261325852053,14.9
1578.6620809662347,24.3
1579.0979622221287,19.7
1579.5337763591165,25.3
1579.9695233834238,20.2
1580.4052033012872,21.3
1580.8408161189254,21.1
1581.276361842575,22.1
1581.7118404784567,26.9
1582.1472520328073,19.5
1582.5825965118563,24.2
1583.0178739218293,26.6
1583.453084268952,20.2
1583.8882275594603,24.8
1584.3233037995844,24.3
1584.7583129955517,24.0
1585.1932551535922,21.6
1585.62813027994,29.8
1586.0629383808184,24.0
1586.4976794624638,29.4
1586.9323535311103,23.2
1587.366960592977,26.0
1587.8015006543064,23.7
1588.2359737213267,23.5
1588.6703798002693,20.3
1589.10471889736,23.0
1589.538991018842,24.8
1589.9731961709333,28.2
1590.4073343598777,28.8
1590.8414055919047,26.9
1591.2754098732462,20.5
1591.7093472101299,24.7
1592.1432176087942,17.3
1592.577021075469,27.7
1593.0107576163907,27.1
1593.4444272377914,20.2
1593.8780299459008,25.8
1594.311565746955,24.7
1594.745034647193,29.9
1595.1784366528377,27.6
1595.611771770132,26.8
1596.045040005306,26.7
1596.4782413645912,26.4
1596.9113758542287,27.7
1597.3444434804483,19.6
1597.777444249488,22.8
1598.2103781675828,29.4
1598.643245240964,25.6
1599.0760454758706,22.4
1599.508778878534,22.5
1599.9414454551954,28.2
1600.37404521208,23.1
1600.8065781554374,25.3
1601.2390442914927,25.2
1601.671443626489,22.2
1602.1037761666585,31.2
1602.536041918237,21.1
1602.9682408874635,20.8
1603.4003730805782,22.4
1603.8324385038113,17.0
1604.264437163399,20.7
1604.6963690655841,15.0
1605.128234216603,20.7
1605.5600326226943,16.6
1605.9917642900898,22.8
1606.423429225028,20.2
1606.855027433754,18.7
1607.2865589225019,19.5
1607.718023697506,19.8
1608.1494217650088,21.2
1608.5807531312494,14.6
1609.0120178024633,23.4
1609.4432157848964,19.7
1609.8743470847758,22.3
1610.305411708351,21.0
1610.7364096618558,22.3
1611.1673409515336,20.9
1611.5982055836205,16.2
1612.0290035643593,17.7
1612.4597348999864,17.0
1612.8903995967426,16.7
1613.320997660868,19.8
1613.7515290986082,19.0
1614.1819939161974,18.0
1614.6123921198778,18.0
1615.0427237158885,21.2
1615.4729887104766,9.4
1615.9031871098803,23.3
1616.3333189203317,23.7
1616.763384148089,17.6
1617.1933827993796,16.9
1617.6233148804467,17.2
1618.0531803975414,16.1
1618.482979356898,13.6
1618.9127117647574,16.6
1619.342377627371,16.1
1619.7719769509683,17.9
1620.2015097418011,16.0
1620.630976006108,10.9
1621.0603757501317,21.2
1621.4897089801193,12.7
1621.9189757023094,19.7
1622.3481759229512,13.5
1622.7773096482767,14.6
1623.2063768845398,21.1
1623.635377637979,18.9
1624.0643119148392,15.3
1624.4931797213674,16.0
1624.9219810638067,16.0
1625.3507159483954,17.9
1625.7793843813874,17.4
1626.207986369021,18.0
1626.636521917539,10.7
1627.0649910331888,15.1
1627.4933937222195,14.2
1627.9217299908698,18.8
1628.349999845389,11.3
1628.77820329202,16.1
1629.2063403370075,21.2
1629.634410986599,14.3
1630.0624152470436,17.9
1630.49035312458,14.6
1630.9182246254595,11.9
1631.3460297559232,14.6
1631.7737685222307,16.3
1632.2014409306078,18.0
1632.6290469873168,13.2
1633.0565866985985,18.5
1633.4840600707041,10.4
1633.9114671098769,14.2
1634.3388078223616,14.3
1634.7660822144073,16.9
1635.1932902922704,13.0
1635.6204320621846,13.5
1636.047507530404,18.3
1636.4745167031751,14.1
1636.9014595867502,9.9
1637.3283361873716,17.3
1637.7551465112956,11.9
1638.181890564758,13.9
1638.6085683540193,13.2
1639.0351798853223,15.4
1639.4617251649165,19.7
1639.8882041990507,15.6
1640.3146169939748,15.7
1640.7409635559425,9.6
1641.1672438911917,10.9
1641.5934580059832,4.2
1642.0196059065618,16.2
1642.4456875991723,6.4
1642.8717030900773,5.8
1643.2976523855195,10.4
1643.7235354917418,16.8
1644.1493524150087,10.9
1644.575103161561,13.5
1645.00078773765,15.3
1645.426406149534,11.1
1645.8519584034511,8.4
1646.2774445056639,10.8
1646.7028644624174,17.3
1647.1282182799653,12.6
1647.553505964561,14.5
1647.9787275224455,10.8
1648.4038829598833,12.7
1648.8289722831191,5.4
1649.2539954984093,12.1
1649.6789526120049,10.7
1650.103843630151,9.7
1650.5286685591057,13.4
1650.9534274051227,8.4
1651.3781201744578,10.7
1651.8027468733496,8.2
1652.2273075080668,10.0
1652.6518020848546,8.4
1653.0762306099664,10.5
1653.500593089656,12.6
1653.924889530175,12.7
1654.3491199377836,7.2
1654.7732843187287,12.6
1655.1973826792664,5.9
1655.6214150256505,6.8
1656.0453813641343,9.1
1656.469281700974,3.9
1656.8931160424165,9.5
1657.3168843947265,13.2
1657.7405867641532,8.4
1658.1642231569483,10.6
1658.5877935793762,6.8
1659.0112980376884,9.5
1659.4347365381277,7.8
1659.8581090869652,8.2
1660.281415690446,6.9
1660.7046563548365,7.6
1661.12783108638,8.5
1661.5509398913382,5.2
1661.9739827759654,3.2
1662.396959746517,12.3
1662.8198708092514,7.0
1663.2427159704241,13.4
1663.6654952362912,9.2
1664.0882086131105,9.6
1664.5108561071359,6.8
1664.933437724623,7.1
1665.3559534718322,7.9
1665.7784033550213,4.1
1666.20078738044,13.7
1666.6231055543567,9.0
1667.0453578830168,6.0
1667.4675443726826,4.2
1667.8896650296203,14.3
1668.3117198600712,8.8
1668.7337088703039,12.8
1669.1556320665786,7.9
1669.5774894551446,6.7
1669.9992810422643,11.0
1670.4210068341956,6.7
1670.842666837203,5.6
1671.2642610575363,8.1
1671.685789501455,8.8
1672.1072521752221,14.8
1672.5286490850951,13.8
1672.949980237328,6.9
1673.3712456381893,9.2
1673.792445293933,9.0
1674.2135792108172,11.3
1674.6346473951041,11.9
1675.0556498530536,6.2
1675.4765865909242,14.4
1675.8974576149737,13.3
1676.3182629314665,8.0
1676.7390025466586,9.9
1677.1596764668145,13.2
1677.58028469819,11.5
1678.0008272470498,12.5
1678.4213041196515,12.3
1678.8417153222601,3.1
1679.2620608611312,4.8
1679.6823407425293,7.7
1680.1025549727103,8.2
1680.522703557941,8.5
1680.942786504479,4.9
1681.3628038185893,11.5
1681.7827555065342,13.3
1682.2026415745693,8.6
1682.6224620289636,6.4
1683.0422168759708,6.7
1683.4619061218639,7.1
1683.881529772897,10.0
