W,I
1684.301087835334,7.8
1684.7205803154336,5.8
1685.140007219464,0.0
1685.5593685536924,4.7
1685.9786643243658,9.2
1686.3978945377637,10.9
1686.8170592001359,6.9
1687.2361583177574,1.6
1687.655191896882,8.9
1688.074159943778,6.2
1688.4930624647068,8.8
1688.9118994659361,8.6
1689.3306709537223,3.0
1689.7493769343323,10.7
1690.16801741403,5.0
1690.5865923990846,7.2
1691.00510189575,0.3
1691.4235459102965,6.9
1691.8419244489917,10.0
1692.2602375180973,1.4
1692.6784851238715,12.1
1693.0966672725876,4.6
1693.5147839705103,9.4
1693.932835223897,9.8
1694.3508210390214,6.3
1694.7687414221414,3.3
1695.1865963795278,6.5
1695.6043859174454,7.4
1696.0221100421522,4.9
1696.4397687599278,5.6
1696.8573620770214,2.0
1697.274889999711,6.4
1697.6923525342586,2.3
1698.1097496869286,6.9
1698.5270814639923,3.5
1698.944347871712,4.3
1699.3615489163585,13.4
1699.7786846041856,5.6
1700.1957549414756,5.4
1700.612759934486,5.6
1701.0296995894876,3.5
1701.4465739127413,3.9
1701.863382910522,4.6
1702.2801265890964,6.8
1702.6968049547293,0.3
1703.1134180136828,6.8
1703.5299657722321,6.6
1703.9464482366445,7.9
1704.3628654131817,7.6
1704.779217308115,4.7
1705.1955039277134,13.2
1705.6117252782456,5.2
1706.027881365976,5.5
1706.44397219718,2.4
1706.859997778114,6.0
1707.275958115059,6.6
1707.6918532142777,6.3
1708.1076830820348,6.3
1708.5234477246056,1.4
1708.939147148261,2.4
1709.3547813592634,7.3
1709.7703503638818,9.2
1710.1858541683935,5.9
1710.6012927790566,2.6
1711.0166662021486,4.2
1711.4319744439385,3.4
1711.8472175106908,5.4
1712.2623954086828,3.8
1712.6775081441792,0.1
1713.0925557234466,7.8
1713.5075381527672,5.5
1713.9224554383964,11.7
1714.3373075866184,-1.3
1714.7520946036934,11.0
1715.1668164958924,0.6
1715.581473269495,0.6
1715.9960649307618,11.7
1716.4105914859676,3.9
1716.8250529413817,4.8
1717.2394493032791,4.9
1717.6537805779335,4.2
1718.0680467716024,5.0
1718.4822478905699,4.2
1718.896383941103,7.7
1719.310454929477,5.3
1719.724460861958,-1.9
1720.1384017448179,6.0
1720.5522775843294,12.5
1720.9660883867723,5.4
1721.3798341584088,3.0
1721.7935149055124,5.6
1722.2071306343562,3.9
1722.6206813512154,-1.9
1723.034167062361,6.0
1723.4475877740686,5.0
1723.8609434926025,3.0
1724.2742342242382,9.1
1724.6874599752553,5.4
1725.1006207519206,6.4
1725.5137165605095,9.8
1725.9267474072929,0.7
1726.339713298546,-1.2
1726.7526142405445,1.8
1727.1654502395527,3.7
1727.578221301855,5.0
1727.9909274337197,1.6
1728.4035686414204,3.9
1728.8161449312365,1.5
1729.2286563094328,4.4
1729.6411027822867,7.3
1730.053484356078,4.4
1730.4658010370708,8.4
1730.878052831552,7.5
1731.2902397457835,2.2
1731.702361786045,5.8
1732.1144189586141,2.9
1732.5264112697641,3.2
1732.9383387257683,8.1
1733.3502013328994,1.4
1733.7619990974374,2.8
1734.1737320256514,1.7
1734.585400123825,-1.1
1734.9970033982272,6.0
1735.4085418551358,5.8
1735.8200155008258,1.4
1736.2314243415683,7.1
1736.6427683836519,8.8
1737.0540476333365,5.6
1737.465262096904,10.9
1737.8764117806368,4.2
1738.287496690803,2.6
1738.6985168336803,2.7
1739.1094722155487,3.2
1739.5203628426814,4.3
1739.9311887213532,3.4
1740.3419498578467,2.5
1740.7526462584303,11.1
1741.1632779293882,4.8
1741.5738448769937,3.6
1741.9843471075262,1.0
1742.3947846272567,4.7
1742.8051574424676,1.7
1743.2154655594359,2.7
1743.625708984437,5.4
1744.0358877237488,5.4
1744.4460017836507,-0.9
1744.8560511704138,0.8
1745.2660358903242,0.6
1745.6759559496597,4.1
1746.0858113546844,2.5
1746.495602111696,6.1
1746.905328226958,1.3
1747.3149897067535,3.6
1747.7245865573614,0.9
1748.1341187850571,3.6
1748.5435863961227,1.4
1748.9529893968377,0.1
1749.3623277934732,8.7
1749.7716015923136,-1.3
1750.1808107996358,-0.5
1750.5899554217199,2.6
1750.9990354648478,3.5
1751.408050935288,5.3
1751.8170018393334,-1.6
1752.2258881832531,6.0
1752.6347099733287,6.8
1753.0434672158422,1.3
1753.452159917071,0.9
1753.860788083297,5.5
1754.2693517207954,4.9
1754.6778508358464,0.7
1755.0862854347379,1.5
1755.4946555237389,7.3
1755.9029611091312,-3.4
1756.3112021972033,-2.6
1756.7193787942263,5.7
1757.1274909064884,1.6
1757.5355385402652,-0.9
1757.9435217018272,0.5
1758.351440397474,5.3
1758.7592946334746,4.3
1759.1670844161195,2.2
1759.5748097516748,3.0
1759.9824706464296,3.5
1760.390067106661,5.1
1760.7975991386554,2.4
1761.205066748697,6.4
1761.6124699430584,3.4
1762.01980872802,1.6
1762.4270831098718,6.5
1762.8342930948872,2.6
1763.241438689355,10.1
1763.6485198995497,2.6
1764.0555367317559,2.7
1764.4624891922554,8.5
1764.8693772873298,5.3
1765.276201023266,8.3
1765.6829604063341,2.9
1766.0896554428296,2.6
1766.4962861390254,5.1
1766.9028525012059,-1.6
1767.309354535657,-1.9
1767.715792248658,4.2
1768.1221656464961,6.6
1768.5284747354417,3.4
1768.9347195217897,7.2
1769.340900011822,5.7
1769.7470162118138,5.6
1770.153068128054,-1.9
1770.5590557668218,6.4
1770.964979134406,7.4
1771.3708382370878,6.0
1771.7766330811432,5.8
1772.1823636728625,2.4
1772.5880300185274,8.2
1772.9936321244265,-0.1
1773.3991699968353,3.8
1773.804643642042,6.5
1774.210053066326,-2.2
1774.6153982759763,0.9
1775.0206792772742,-1.9
1775.4258960765019,8.0
1775.8310486799496,6.7
1776.2361370938954,-2.2
1776.6411613246248,4.2
1777.0461213784247,2.8
1777.4510172615744,2.7
1777.8558489803643,1.2
1778.260616541079,1.1
1778.665319949991,6.3
1779.0699592134022,7.1
1779.4745343375835,-4.5
1779.8790453288252,8.9
1780.2834921934138,-4.2
1780.6878749376376,-3.8
1781.0921935677718,5.2
1781.4964480901094,0.4
1781.9006385109299,4.1
1782.3047648365216,3.4
1782.7088270731708,-0.5
1783.1128252271637,10.0
1783.5167593047781,2.9
1783.9206293123107,2.7
1784.3244352560412,3.9
1784.7281771422515,4.1
1785.1318549772345,2.1
