W,I
1262.5297455128502,-16.4
1263.013270312854,-18.4
1263.4967237568355,-15.0
1263.9801058508685,-17.0
1264.4634166010287,-16.8
1264.94665601339,-18.4
1265.429824094035,-14.2
1265.9129208490303,-18.8
1266.3959462844546,-17.4
1266.878900406394,-14.2
1267.3617832209072,-17.2
1267.84459473409,-15.4
1268.3273349520111,-10.0
1268.8100038807468,-20.4
1269.2926015263795,-12.8
1269.7751278949804,-19.0
1270.2575829926411,-10.2
1270.7399668254325,-12.2
1271.2222793994308,-21.0
1271.704520720725,-15.8
1272.186690795382,-15.0
1272.668789629491,-18.0
1273.1508172291296,-17.6
1273.6327736003807,-19.4
1274.114658749324,-18.6
1274.5964726820334,-15.6
1275.0782154046046,-18.8
1275.5598869231108,-18.8
1276.0414872436324,-19.4
1276.5230163722586,-18.8
1277.004474315069,-15.6
1277.485861078142,-18.8
1277.96717666756,-15.6
1278.4484210894184,-17.4
1278.9295943497884,-17.0
1279.4106964547614,-21.2
1279.8917274104153,-17.6
1280.3726872228433,-16.2
1280.8535758981216,-11.0
1281.3343934423385,-19.2
1281.8151398615767,-18.2
1282.295815161938,-18.4
1282.776419349479,-13.4
1283.2569524303121,-21.0
1283.7374144105113,-18.0
1284.2178052961694,-19.6
1284.698125093367,-25.0
1285.1783738081972,-13.0
1285.6585514467401,-19.6
1286.1386580150934,-17.6
1286.618693519333,-23.6
1287.0986579655605,-19.0
1287.5785513598564,-19.0
1288.058373708316,-21.6
1288.5381250170194,-20.8
1289.0178052920621,-20.4
1289.4974145395374,-23.2
1289.9769527655253,-26.2
1290.4564199761235,-11.6
1290.935816177423,-13.4
1291.4151413755105,-15.6
1291.8943955764814,-22.2
1292.3735787864246,-14.6
1292.852691011431,-23.2
1293.331732257596,-19.8
1293.810702531009,-17.8
1294.2896018377626,-16.4
1294.7684301839545,-18.8
1295.2471875756648,-14.2
1295.7258740190046,-13.8
1296.2044895200556,-17.0
1296.6830340849158,-19.4
1297.161507719676,-22.4
1297.639910430434,-18.8
1298.1182422232891,-22.6
1298.59650310432,-21.2
1299.0746930796388,-19.8
1299.5528121553368,-20.2
1300.0308603375072,-22.0
1300.5088376322453,-19.6
1300.9867440456467,-17.0
1301.4645795838176,-17.2
1301.9423442528423,-16.0
1302.420038058823,-16.6
1302.8976610078591,-16.4
1303.3752131060482,-17.8
1303.8526943594816,-22.0
1304.3301047742698,-18.8
1304.8074443565015,-21.6
1305.2847131122767,-16.6
1305.761911047697,-21.8
1306.239038168862,-18.6
1306.7160944818697,-15.8
1307.1930799928173,-17.4
1307.669994707809,-22.8
1308.146838632947,-21.0
1308.6236117743283,-23.0
1309.100314138053,-16.0
1309.5769457302226,-14.8
1310.0535065569438,-16.6
1310.5299966243117,-13.2
1311.0064159384326,-14.8
1311.482764505404,-15.2
1311.9590423313364,-14.2
1312.4352494223256,-16.8
1312.911385784475,-21.8
1313.3874514238958,-18.4
1313.8634463466785,-16.2
1314.3393705589385,-19.4
1314.815224066773,-13.2
1315.291006876286,-15.8
1315.7667189935928,-16.0
1316.2423604247842,-17.4
1316.717931175975,-18.6
1317.1934312532674,-14.8
1317.6688606627652,-15.8
1318.144219410579,-23.2
1318.619507502813,-17.0
1319.0947249455687,-19.0
1319.5698717449593,-15.0
1320.0449479070908,-8.2
1320.5199534380695,-14.2
1320.9948883440059,-13.6
1321.4697526309974,-15.0
1321.9445463051659,-18.0
1322.4192693726106,-19.6
1322.893921839449,-13.6
1323.3685037117782,-22.4
1323.8430149957132,-20.2
1324.317455697363,-19.4
1324.7918258228374,-17.8
1325.2661253782514,-16.0
1325.7403543697073,-17.6
1326.2145128033198,-15.0
1326.6886006851928,-23.2
1327.162618021448,-17.8
1327.6365648181913,-12.4
1328.1104410815337,-23.2
1328.5842468175854,-17.8
1329.0579820324676,-24.8
1329.5316467322784,-18.8
1330.0052409231434,-22.8
1330.4787646111643,-17.4
1330.9522178024604,-14.2
1331.4256005031443,-22.0
1331.8989127193336,-16.4
1332.372154457136,-16.6
1332.8453257226645,-26.8
1333.318426522043,-13.6
1333.7914568613708,-22.6
1334.2644167467759,-21.2
1334.737306184369,-12.8
1335.2101251802671,-15.8
1335.6828737405806,-24.4
1336.1555518714333,-17.2
1336.6281595789337,-16.8
1337.100696869205,-21.0
1337.5731637483536,-13.2
1338.045560222512,-24.0
1338.5178862977816,-16.4
1338.990141980293,-22.2
1339.4623272761542,-9.4
1339.9344421914845,-19.0
1340.4064867324098,-16.0
1340.8784609050406,-17.8
1341.350364715496,-17.4
1341.8221981699019,-18.0
1342.293961274371,-15.6
1342.7656540350247,-13.0
1343.23727645798,-20.0
1343.7088285493649,-16.8
1344.18031031529,-16.4
1344.6517217618787,-24.8
1345.123062895259,-15.6
1345.5943337215415,-25.4
1346.0655342468522,-21.8
1346.5366644773142,-26.8
1347.0077244190468,-19.6
1347.4787140781739,-20.8
1347.9496334608123,-21.4
1348.4204825730965,-16.6
1348.891261421137,-23.4
1349.3619700110619,-20.8
1349.8326083489924,-23.0
1350.3031764410564,-16.4
1350.7736742933776,-20.2
1351.2441019120731,-17.0
1351.7144593032685,-14.2
1352.1847464730984,-23.4
1352.6549634276776,-18.8
1353.1251101731339,-16.0
1353.5951867155952,-21.4
1354.065193061181,-16.4
1354.5351292160233,-24.0
1355.0049951862459,-12.8
1355.4747909779699,-21.4
1355.9445165973343,-17.0
1356.4141720504583,-20.6
1356.8837573434612,-18.2
1357.3532724824813,-15.8
1357.8227174736471,-19.6
1358.292092323082,-20.4
1358.7613970369136,-23.4
1359.2306316212703,-17.8
1359.6997960822798,-25.8
1360.168890426074,-20.0
1360.6379146587792,-20.0
1361.1068687865275,-19.2
1361.5757528154443,-17.8
1362.0445667516624,-19.8
1362.5133106013157,-17.0
1362.9819843705257,-21.8
1363.4505880654315,-12.6
1363.9191216921563,-15.6
1364.3875852568367,-22.6
1364.8559787655988,-16.4
1365.3243022245833,-18.2
1365.7925556399114,-21.0
1366.2607390177157,-23.4
1366.7288523641391,-15.6
1367.196895685303,-19.2
1367.6648689873507,-24.6
1368.132772276403,-17.0
1368.6006055585974,-19.4
1369.068368840074,-18.2
1369.5360621269613,-15.6
1370.0036854253933,-20.0
1370.4712387415047,-19.8
1370.9387220814253,-19.2
1371.4061354513008,-18.0
1371.8734788572565,-14.8
1372.3407523054311,-25.2
1372.8079558019551,-22.8
1373.2750893529778,-22.4
1373.7421529646208,-21.2
1374.209146643025,-21.2
1374.6760703943266,-23.8
1375.142924224667,-20.2
1375.6097081401783,-15.4
1376.076422146997,-17.0
1376.543066251262,-23.2
1377.0096404591095,-22.2
1377.476144776679,-21.0
1377.9425792101106,-15.6
1378.4089437655412,-24.4
1378.8752384491077,-16.6
1379.3414632669483,-22.2
1379.8076182252,-17.4
1380.2737033300123,-21.6
1380.739718587513,-20.8
1381.2056640038518,-21.6
1381.6715395851631,-20.8
1382.1373453375857,-13.8
1382.6030812672602,-18.2
1383.068747380339,-19.0
1383.534343682945,-16.2
1383.9998701812303,-25.2
1384.4653268813338,-18.2
1384.930713789396,-20.8
1385.3960309115603,-17.4
1385.861278253972,-20.0
1386.3264558227718,-15.6
1386.7915636240984,-20.8
1387.2566016640994,-21.0
1387.7215699489095,-23.2
1388.1864684846864,-18.0
1388.6512972775604,-14.2
1389.1160563336857,-15.6
1389.5807456591986,-22.4
1390.0453652602444,-18.6
1390.509915142968,-21.2
1390.9743953135242,-19.2
1391.4388057780445,-22.0
1391.903146542681,-16.4
1392.3674176135746,-16.4
1392.8316189968748,-14.8
1393.2957506987248,-22.2
1393.759812725276,-20.4
1394.223805082672,-21.8
1394.6877277770577,-20.6
1395.1515808145787,-14.6
1395.6153642013842,-23.8
1396.0790779436284,-22.0
1396.5427220474476,-16.2
1397.0062965189961,-19.2
1397.4698013644233,-14.0
1397.9332365898724,-16.4
1398.3966022014927,-17.0
1398.8598982054364,-22.4
1399.3231246078528,-19.4
1399.786281414885,-21.2
1400.249368632689,-21.8
1400.7123862674148,-17.2
1401.1753343252074,-17.8
1401.6382128122186,-16.4
1402.101021734598,-16.8
1402.5637610985036,-17.8
1403.0264309100767,-18.2
1403.4890311754689,-15.8
1403.9515619008384,-17.0
1404.4140230923329,-19.6
1404.876414756108,-16.4
1405.3387368983097,-20.6
1405.8009895250912,-18.8
1406.2631726426048,-18.8
1406.7252862570083,-15.2
1407.1873303744517,-15.4
1407.6493050010909,-23.0
1408.1112101430688,-16.0
1408.573045806555,-14.2
1409.03481199769,-23.8
1409.4965087226344,-16.6
1409.9581359875401,-22.4
1410.4196937985628,-18.0
1410.881182161857,-21.8
1411.3426010835803,-20.2
1411.803950569885,-16.6
1412.2652306269226,-22.0
1412.726441260856,-14.0
1413.187582477843,-27.0
1413.6486542840294,-23.0
1414.1096566855772,-22.6
1414.5705896886452,-16.8
1415.0314532993912,-25.8
1415.4922475239675,-20.8
1415.9529723685318,-17.0
1416.4136278392473,-16.4
1416.874213942263,-15.4
1417.334730683744,-18.4
1417.7951780698443,-17.8
1418.2555561067263,-18.0
1418.7158648005443,-18.0
1419.1761041574582,-17.4
1419.636274183633,-24.2
1420.0963748852162,-19.8
1420.5564062683834,-22.0
1421.0163683392798,-18.8
1421.4762611040724,-18.0
1421.9360845689216,-15.8
1422.3958387399837,-13.6
1422.8555236234208,-18.0
1423.3151392254003,-16.4
1423.7746855520718,-16.8
1424.234162609604,-22.4
1424.693570404162,-21.4
1425.1529089418998,-27.4
1425.6121782289842,-17.4
1426.0713782715734,-20.2
1426.5305090758322,-15.2
1426.9895706479278,-13.6
1427.4485629940202,-18.8
1427.9074861202616,-17.2
1428.3663400328317,-22.4
1428.8251247378844,-19.4
1429.2838402415912,-22.6
1429.7424865501077,-16.2
1430.2010636696039,-17.8
1430.6595716062393,-22.8
1431.1180103661857,-20.6
1431.5763799555991,-25.6
1432.0346803806528,-17.0
1432.4929116475075,-23.6
1432.9510737623257,-15.4
1433.4091667312807,-23.0
1433.8671905605374,-18.0
1434.3251452562586,-21.6
1434.783030824611,-23.0
1435.240847271768,-24.4
1435.6985946038812,-20.8
1436.1562728271333,-18.0
1436.613881947682,-20.4
1437.0714219717036,-13.2
1437.5288929053556,-14.4
1437.9862947548183,-16.0
1438.4436275262433,-14.0
1438.9008912258153,-18.0
1439.3580858596922,-20.8
1439.8152114340496,-20.8
1440.2722679550548,-16.0
1440.729255428872,-15.4
1441.1861738616794,-24.0
1441.6430232596354,-19.8
1442.0998036289238,-16.0
1442.5565149757033,-20.6
1443.0131573061515,-13.8
1443.4697306264331,-18.0
1443.926234942724,-14.0
1444.3826702611952,-20.2
1444.8390365880093,-22.6
1445.2953339293488,-25.6
1445.75156229138,-20.6
1446.2077216802725,-17.0
1446.6638121022083,-21.2
1447.1198335633478,-16.0
1447.5757860698689,-21.2
1448.031669627945,-15.8
1448.4874842437493,-20.0
1448.9432299234513,-19.4
1449.3989066732306,-23.6
1449.8545144992545,-15.4
1450.3100534077003,-24.8
1450.7655234047397,-24.4
1451.2209244965504,-17.0
1451.676256689306,-21.6
1452.1315199891774,-18.0
1452.5867144023402,-19.4
1453.041839934977,-22.6
1453.4968965932544,-18.2
1453.9518843833503,-24.0
1454.40680331144,-22.6
1454.8616533837017,-20.4
1455.3164346063131,-18.6
1455.7711469854453,-18.2
1456.2257905272784,-20.4
1456.6803652379879,-14.6
1457.1348711237497,-13.4
1457.5893081907434,-15.0
1458.0436764451447,-19.8
1458.4979758931358,-12.0
1458.9522065408858,-19.2
1459.406368394579,-21.0
1459.8604614603953,-14.2
1460.3144857445084,-17.6
1460.7684412530955,-13.2
1461.2223279923414,-20.0
1461.6761459684194,-15.4
1462.129895187514,-18.2
1462.5835756558067,-15.6
1463.0371873794652,-17.2
1463.4907303646842,-20.4
1463.944204617635,-17.6
1464.3976101444975,-19.6
1464.8509469514563,-22.8
1465.3042150446888,-23.8
1465.7574144303817,-15.6
1466.2105451147086,-15.0
1466.6636071038554,-21.4
1467.1166004040026,-15.0
1467.5695250213344,-16.0
1468.022380962026,-20.8
1468.4751682322644,-23.6
1468.9278868382357,-16.2
1469.380536786118,-22.4
1469.8331180820887,-16.8
1470.285630732341,-22.2
1470.7380747430525,-19.0
1471.1904501204122,-20.6
1471.642756870593,-16.2
1472.0949949997885,-14.6
1472.5471645141804,-19.4
1472.999265419953,-15.2
1473.4512977232864,-17.2
1473.9032614303712,-20.8
1474.3551565473877,-21.6
1474.806983080524,-20.0
1475.258741035965,-22.2
1475.7104304198945,-15.8
1476.1620512385034,-14.8
1476.6136034979697,-20.6
1477.0650872044775,-17.0
1477.5165023642287,-18.2
1477.967848983394,-23.2
1478.4191270681672,-20.0
1478.870336624734,-18.2
1479.3214776592833,-23.4
1479.7725501779994,-17.4
1480.223554187071,-18.4
1480.6744896926866,-24.4
1481.1253567010306,-16.0
1481.576155218298,-16.8
1482.0268852506665,-19.4
1482.477546804336,-14.8
1482.9281398854882,-15.8
1483.378664500312,-15.8
1483.8291206550045,-15.6
1484.2795083557437,-18.8
1484.7298276087265,-19.0
1485.1800784201398,-21.2
1485.6302607961763,-14.0
1486.0803747430202,-17.8
1486.5304202668692,-14.2
1486.9803973739095,-14.6
1487.4303060703319,-16.8
1487.8801463623272,-20.6
1488.3299182560863,-21.6
1488.779621757804,-18.4
1489.2292568736693,-17.8
1489.678823609873,-16.6
1490.1283219726076,-15.2
1490.5777519680646,-18.4
1491.0271136024362,-19.4
1491.476406881916,-17.4
1491.9256318126988,-14.8
1492.3747884009776,-20.2
1492.8238766529369,-18.6
1493.2728965747779,-16.4
1493.7218481726939,-19.6
1494.1707314528758,-15.8
1494.6195464215182,-22.8
1495.0682930848125,-20.8
1495.5169714489643,-20.6
1495.9655815201515,-17.0
1496.4141233045782,-16.8
1496.8625968084389,-17.6
1497.3110020379313,-21.2
1497.759338999244,-17.4
1498.207607698572,-22.0
1498.6558081421215,-19.8
1499.1039403360767,-17.8
1499.552004286637,-21.2
1499.9999999999995,-22.6
1500.447927482364,-16.8
1500.8957867399215,-24.2
1501.343577778871,-19.0
1501.7913006054118,-19.8
1502.2389552257353,-17.2
1502.6865416460448,-21.8
1503.1340598725294,-17.4
1503.5815099114013,-24.0
1504.0288917688467,-18.0
1504.4762054510636,-24.8
1504.9234509642595,-26.6
1505.3706283146232,-18.4
1505.8177375083565,-17.0
1506.264778551663,-15.6
1506.7117514507336,-18.6
1507.1586562117723,-16.4
1507.6054928409803,-10.2
1508.052261344553,-18.4
1508.4989617286942,-20.0
1508.945593999599,-19.6
1509.3921581634731,-17.0
1509.8386542265123,-22.2
1510.2850821949198,-24.8
1510.731442074891,-14.0
1511.1777338726404,-18.2
1511.623957594359,-18.6
1512.0701132462461,-21.8
1512.5162008345055,-12.4
1512.9622203653432,-17.6
1513.4081718449588,-21.4
1513.8540552795494,-19.6
1514.2998706753253,-17.4
1514.7456180384843,-19.8
1515.1912973752317,-17.4
1515.636908691767,-15.2
1516.0824519942946,-15.0
1516.5279272890157,-20.8
1516.9733345821385,-19.4
1517.4186738798626,-14.4
1517.863945188398,-18.6
1518.30914851394,-24.8
1518.754283862697,-17.0
1519.199351240877,-20.2
1519.6443506546748,-18.8
1520.0892821103052,-17.4
1520.5341456139658,-18.4
1520.9789411718689,-19.4
1521.4236687902094,-17.0
1521.8683284752067,-22.0
1522.3129202330513,-20.0
1522.75744406996,-18.2
1523.2018999921324,-22.2
1523.6462880057854,-20.2
1524.090608117114,-17.8
1524.5348603323241,-27.0
1524.9790446576305,-11.2
1525.423161099237,-19.4
1525.867209663345,-16.6
1526.3111903561717,-12.0
1526.7551031839182,-21.8
1527.1989481527933,-21.0
1527.6427252690069,-24.8
1528.086434538765,-24.4
1528.5300759682734,-20.2
1528.973649563745,-15.8
1529.417155331388,-15.4
1529.8605932774055,-18.2
1530.303963408015,-16.0
1530.7472657294245,-15.0
1531.1905002478331,-13.2
1531.6336669694604,-16.4
1532.0767659005116,-17.4
1532.5197970471977,-22.8
1532.962760415731,-23.0
1533.4056560123195,-18.0
1533.8484838431734,-18.0
1534.2912439145034,-25.8
1534.7339362325195,-15.0
1535.1765608034364,-23.0
1535.6191176334578,-15.0
1536.0616067288051,-14.0
1536.504028095682,-22.4
1536.946381740299,-20.4
1537.3886676688749,-22.4
1537.8308858876198,-19.0
1538.2730364027377,-14.0
1538.7151192204542,-22.4
1539.157134346973,-17.2
1539.5990817885022,-18.4
1540.0409615512694,-17.8
1540.4827736414786,-16.6
1540.9245180653445,-17.8
1541.3661948290792,-19.6
1541.8078039388956,-15.6
1542.249345401008,-21.6
1542.6908192216335,-19.4
1543.1322254069844,-19.4
1543.573563963271,-23.4
1544.0148348967145,-21.0
1544.4560382135296,-16.6
1544.8971739199244,-19.2
1545.3382420221158,-13.0
1545.7792425263247,-20.0
1546.2201754387595,-17.8
1546.661040765639,-14.4
1547.101838513178,-20.6
1547.5425686875913,-20.8
1547.983231295104,-13.8
1548.423826341918,-19.2
1548.8643538342583,-20.0
1549.3048137783403,-17.6
1549.7452061803826,-21.0
1550.1855310465976,-16.6
1550.6257883832045,-27.6
1551.06597819642,-23.8
1551.506100492463,-18.0
1551.9461552775483,-23.2
1552.386142557897,-18.0
1552.8260623397282,-17.0
1553.265914629252,-18.2
1553.7056994326938,-18.0
1554.1454167562752,-13.0
1554.585066606206,-14.8
1555.024648988712,-15.4
1555.4641639100057,-11.8
1555.9036113763102,-20.0
1556.342991393849,-12.2
1556.7823039688324,-22.6
1557.2215491074858,-12.2
1557.660726816028,-19.0
1558.0998371006808,-18.8
1558.5388799676625,-18.0
1558.9778554231902,-15.2
1559.4167634734915,-18.2
1559.8556041247812,-14.0
1560.2943773832824,-24.0
1560.7330832552163,-21.6
1561.1717217468022,-15.4
1561.6102928642672,-18.2
1562.0487966138287,-26.8
1562.4872330017051,-15.2
1562.9256020341224,-26.2
1563.3639037173014,-17.8
1563.8021380574655,-26.6
1564.2403050608361,-18.0
1564.6784047336384,-17.4
1565.1164370820873,-16.8
1565.5544021124122,-21.0
1565.9922998308389,-12.8
1566.4301302435822,-26.2
1566.8678933568758,-25.0
1567.3055891769327,-19.6
1567.7432177099824,-19.4
1568.1807789622483,-19.0
1568.6182729399513,-17.2
1569.0556996493174,-19.4
1569.4930590965782,-15.4
1569.9303512879465,-18.8
1570.3675762296539,-20.4
1570.8047339279217,-20.0
1571.24182438898,-22.4
1571.6788476190475,-20.8
1572.1158036243517,-23.2
1572.552692411123,-14.0
1572.989513985584,-20.8
1573.4262683539541,-13.8
1573.8629555224697,-20.2
1574.299575497352,-15.6
1574.7361282848283,-15.6
1575.1726138911222,-23.6
1575.609032322461,-20.6
1576.0453835850794,-15.8
1576.4816676851938,-21.0
1576.9178846290365,-18.0
1577.3540344228327,-17.4
1577.7901170728167,-19.6
1578.2261325852053,-21.6
1578.6620809662347,-17.4
1579.0979622221287,-23.8
1579.5337763591165,-13.6
1579.9695233834238,-23.0
1580.4052033012872,-15.6
1580.8408161189254,-21.2
1581.276361842575,-15.4
1581.7118404784567,-15.4
1582.1472520328073,-23.8
1582.5825965118563,-17.0
1583.0178739218293,-20.0
1583.453084268952,-23.8
1583.8882275594603,-17.8
1584.3233037995844,-16.6
1584.7583129955517,-18.6
1585.1932551535922,-22.0
1585.62813027994,-14.4
1586.0629383808184,-18.8
1586.4976794624638,-15.2
1586.9323535311103,-21.2
1587.366960592977,-16.8
1587.8015006543064,-12.0
1588.2359737213267,-20.2
1588.6703798002693,-20.4
1589.10471889736,-15.6
1589.538991018842,-24.4
1589.9731961709333,-16.2
1590.4073343598777,-16.8
1590.8414055919047,-18.6
1591.2754098732462,-19.2
1591.7093472101299,-23.2
1592.1432176087942,-25.4
1592.577021075469,-17.8
1593.0107576163907,-22.8
1593.4444272377914,-18.2
1593.8780299459008,-20.2
1594.311565746955,-18.8
1594.745034647193,-17.8
1595.1784366528377,-15.0
1595.611771770132,-15.0
1596.045040005306,-14.0
1596.4782413645912,-21.6
1596.9113758542287,-14.4
1597.3444434804483,-19.4
1597.777444249488,-21.2
1598.2103781675828,-14.6
1598.643245240964,-20.4
1599.0760454758706,-18.8
1599.508778878534,-22.0
1599.9414454551954,-21.8
1600.37404521208,-22.6
1600.8065781554374,-20.8
1601.2390442914927,-20.8
1601.671443626489,-17.4
1602.1037761666585,-14.8
1602.536041918237,-23.4
1602.9682408874635,-17.8
1603.4003730805782,-21.8
1603.8324385038113,-24.2
1604.264437163399,-20.8
1604.6963690655841,-26.4
1605.128234216603,-20.0
1605.5600326226943,-23.6
1605.9917642900898,-18.8
1606.423429225028,-20.2
1606.855027433754,-21.0
1607.2865589225019,-23.0
1607.718023697506,-21.0
1608.1494217650088,-20.6
1608.5807531312494,-25.6
1609.0120178024633,-16.8
1609.4432157848964,-19.8
1609.8743470847758,-15.0
1610.305411708351,-15.8
1610.7364096618558,-18.0
1611.1673409515336,-15.4
1611.5982055836205,-21.8
1612.0290035643593,-15.2
1612.4597348999864,-16.4
1612.8903995967426,-23.4
1613.320997660868,-21.6
1613.7515290986082,-17.8
1614.1819939161974,-21.0
1614.6123921198778,-21.6
1615.0427237158885,-15.6
1615.4729887104766,-26.8
1615.9031871098803,-20.6
1616.3333189203317,-16.4
1616.763384148089,-18.4
1617.1933827993796,-24.8
1617.6233148804467,-20.6
1618.0531803975414,-18.2
1618.482979356898,-21.4
1618.9127117647574,-17.2
1619.342377627371,-20.8
1619.7719769509683,-17.2
1620.2015097418011,-20.8
1620.630976006108,-18.2
1621.0603757501317,-14.2
1621.4897089801193,-22.6
1621.9189757023094,-18.0
1622.3481759229512,-25.4
1622.7773096482767,-25.2
1623.2063768845398,-21.8
1623.635377637979,-16.0
1624.0643119148392,-21.0
1624.4931797213674,-22.8
1624.9219810638067,-23.6
1625.3507159483954,-17.4
1625.7793843813874,-17.0
1626.207986369021,-15.8
1626.636521917539,-23.6
1627.0649910331888,-23.8
1627.4933937222195,-20.4
1627.9217299908698,-17.4
1628.349999845389,-17.2
1628.77820329202,-20.6
1629.2063403370075,-9.4
1629.634410986599,-23.4
1630.0624152470436,-19.6
1630.49035312458,-20.4
1630.9182246254595,-19.8
1631.3460297559232,-18.2
1631.7737685222307,-22.0
1632.2014409306078,-11.4
1632.6290469873168,-19.6
1633.0565866985985,-14.0
1633.4840600707041,-18.0
1633.9114671098769,-22.0
1634.3388078223616,-18.6
1634.7660822144073,-16.2
1635.1932902922704,-17.4
1635.6204320621846,-19.0
1636.047507530404,-16.8
1636.4745167031751,-23.6
1636.9014595867502,-21.0
1637.3283361873716,-19.2
1637.7551465112956,-23.4
1638.181890564758,-12.8
1638.6085683540193,-20.4
1639.0351798853223,-17.8
1639.4617251649165,-17.0
1639.8882041990507,-16.6
1640.3146169939748,-21.8
1640.7409635559425,-18.8
1641.1672438911917,-20.2
1641.5934580059832,-21.4
1642.0196059065618,-18.6
1642.4456875991723,-24.6
1642.8717030900773,-18.6
1643.2976523855195,-16.8
1643.7235354917418,-17.8
1644.1493524150087,-19.8
1644.575103161561,-19.6
1645.00078773765,-19.4
1645.426406149534,-20.2
1645.8519584034511,-22.6
1646.2774445056639,-17.0
1646.7028644624174,-16.0
1647.1282182799653,-16.8
1647.553505964561,-19.8
1647.9787275224455,-21.8
1648.4038829598833,-18.0
1648.8289722831191,-21.8
1649.2539954984093,-20.2
1649.6789526120049,-21.0
1650.103843630151,-17.0
1650.5286685591057,-12.8
1650.9534274051227,-22.0
