W,I
2604.0026448234535,-20.8
2604.3643906389675,-23.4
2604.7260804226266,-17.0
2605.0877141787228,-23.2
2605.4492919115473,-18.6
2605.8108136253886,-20.8
2606.1722793245403,-14.6
2606.533689013292,-16.0
2606.895042695941,-14.2
2607.256340376783,-20.4
2607.6175820601056,-19.4
2607.9787677502054,-19.2
2608.3398974513743,-25.8
2608.70097116791,-15.6
2609.061988904111,-18.8
2609.422950664265,-19.6
2609.783856452675,-17.6
2610.144706273632,-22.2
2610.5055001314404,-18.0
2610.8662380303917,-17.4
2611.2269199747857,-17.2
2611.5875459689173,-23.8
2611.9481160170876,-18.8
2612.3086301236026,-21.0
2612.6690882927487,-22.4
2613.029490528835,-24.4
2613.389836836155,-14.8
2613.7501272190175,-20.2
2614.110361681722,-18.8
2614.470540228562,-20.0
2614.830662863849,-18.8
2615.190729591875,-22.0
2615.5507404169543,-21.4
2615.9106953433816,-22.6
2616.270594375464,-25.2
2616.6304375175037,-17.0
2616.9902247738105,-18.8
2617.349956148681,-19.2
2617.709631646426,-20.6
2618.0692512713467,-25.4
2618.4288150277503,-16.4
2618.788322919948,-14.8
2619.147774952243,-23.2
2619.507171128942,-25.6
2619.8665114543496,-19.8
2620.225795932783,-17.8
2620.5850245685424,-19.4
2620.9441973659364,-19.6
2621.303314329279,-19.2
2621.662375462881,-24.6
2622.0213807710466,-18.0
2622.38033025809,-21.4
2622.7392239283176,-21.6
2623.098061786048,-17.2
2623.456843835587,-23.2
2623.8155700812486,-21.6
2624.174240527346,-14.8
2624.5328551781895,-19.2
2624.8914140380953,-15.4
2625.2499171113777,-14.0
2625.6083644023456,-18.2
2625.9667559153186,-17.0
2626.325091654607,-20.6
2626.683371624535,-20.8
2627.041595829405,-22.6
2627.3997642735467,-22.2
2627.7578769612687,-17.6
2628.115933896887,-20.2
2628.473935084722,-27.0
2628.831880529094,-20.8
2629.1897702343135,-17.6
2629.5476042047044,-22.8
2629.905382444586,-18.4
2630.2631049582737,-20.2
2630.6207717500956,-21.0
2630.978382824362,-22.2
2631.335938185395,-25.4
2631.6934378375227,-13.6
2632.050881785056,-20.8
2632.408270032327,-13.6
2632.765602583651,-20.2
2633.122879443352,-24.0
2633.480100615751,-19.0
2633.837266105179,-20.2
2634.1943759159553,-25.2
2634.5514300524014,-22.0
2634.908428518841,-17.2
2635.2653713196046,-21.2
2635.622258459012,-15.2
2635.979089941397,-24.4
2636.335865771075,-14.6
2636.692585952379,-19.6
2637.0492504896365,-24.0
2637.4058593871696,-20.6
2637.762412649313,-24.2
2638.1189102803855,-22.0
2638.4753522847263,-21.8
2638.8317386666577,-17.2
2639.188069430509,-20.4
2639.5443445806136,-19.4
2639.900564121297,-16.2
2640.256728056896,-16.2
2640.6128363917346,-17.6
2640.9688891301494,-22.2
2641.324886276471,-23.2
2641.680827835027,-18.8
2642.036713810152,-24.4
2642.3925442061836,-20.4
2642.748319027447,-24.4
2643.104038278284,-18.4
2643.4597019630246,-15.8
2643.815310086001,-15.4
2644.170862651557,-14.4
2644.526359664014,-21.8
2644.8818011277212,-15.4
2645.2371870470038,-19.8
2645.592517426206,-18.0
2645.9477922696587,-16.0
2646.303011581705,-24.2
2646.6581753666756,-22.2
2647.013283628916,-26.0
2647.368336372762,-14.4
2647.7233336025492,-25.8
2648.0782753226185,-14.8
2648.4331615373085,-18.2
2648.787992250959,30.6
2649.1427674679194,106.6
2649.4974871925133,-21.2
2649.852151429099,-26.4
2650.206760182003,-21.2
2650.561313455586,-15.8
2650.9158112541695,-20.6
2651.2702535821095,-14.6
2651.6246404437434,-18.6
2651.978971843418,-13.4
2652.3332477854774,-18.8
2652.68746827426,-20.2
2653.0416333141184,-23.0
2653.395742909393,-19.0
2653.749797064426,-15.8
2654.1037957835724,-20.8
2654.45773907117,-21.4
2654.8116269315724,-19.2
2655.165459369119,-20.4
2655.5192363881642,-22.4
2655.8729579930505,-14.4
2656.226624188128,-16.2
2656.580234977749,-20.8
2656.9337903662545,-19.4
2657.2872903580005,-24.4
2657.640734957333,-20.8
2657.994124168606,-23.8
2658.3474579961667,-21.0
2658.7007364443657,-14.8
2659.0539595175565,-19.0
2659.4071272200913,-21.8
2659.7602395563154,-13.2
2660.1132965305924,-17.2
2660.4662981472643,-17.8
2660.8192444106953,-23.8
2661.1721353252256,-19.4
2661.5249708952206,-22.2
2661.877751125028,-23.0
2662.2304760190063,-24.8
2662.583145581509,-21.2
2662.9357598168936,-16.8
2663.288318729511,-19.4
2663.640822323718,-20.2
2663.9932706038794,-16.4
2664.345663574348,-22.6
2664.698001239479,-17.6
2665.050283603629,-19.8
2665.402510671159,-20.8
2665.7546824464252,-21.0
2666.1067989337926,-21.2
2666.4588601376154,-18.0
2666.810866062254,-17.6
2667.1628167120693,-19.4
2667.514712091422,-19.8
2667.8665522046686,-14.2
2668.2183370561775,-18.8
2668.5700666503085,-20.8
2668.9217409914213,-21.0
2669.273360083877,-19.6
2669.6249239320427,-17.8
2669.9764325402834,-17.8
2670.327885912951,-19.6
2670.6792840544213,-18.8
2671.030626969055,-17.8
2671.381914661217,-18.0
2671.7331471352704,-22.4
2672.08432439558,-18.4
2672.43544644652,-15.6
2672.786513292448,-19.0
2673.1375249377315,-21.2
2673.488481386738,-20.8
2673.8393826438387,-16.2
2674.1902287134008,-19.8
2674.541019599785,-19.2
2674.8917553073675,-21.4
2675.242435840517,-23.4
2675.5930612035986,-21.8
2675.943631400984,-17.8
2676.294146437043,-20.6
2676.644606316146,-17.8
2676.9950110426676,-23.0
2677.3453606209678,-21.8
2677.695655055432,-19.2
2678.045894350424,-16.6
2678.3960785103186,-19.8
2678.7462075394888,-19.6
2679.0962814423065,-19.4
2679.4463002231428,-19.2
2679.796263886378,-23.6
2680.1461724363817,-17.6
2680.4960258775272,-18.0
2680.845824214193,-21.8
2681.195567450752,-15.0
2681.545255591581,-18.8
2681.8948886410594,-21.8
2682.2444666035526,-18.4
2682.5939894834537,-21.0
2682.9434572851274,-19.0
2683.292870012954,-20.2
2683.6422276713147,-21.6
2683.9915302645836,-19.8
2684.340777797142,-14.6
2684.6899702733676,-20.0
2685.0391076976452,-23.6
2685.3881900743504,-19.8
2685.7372174078587,-18.8
2686.086189702555,-19.4
2686.435106962824,-24.4
2686.7839691930435,-14.2
2687.1327763975933,-16.8
2687.4815285808563,-19.2
2687.830225747219,-17.0
2688.1788679010597,-24.4
2688.5274550467643,-23.8
2688.8759871887155,-16.0
2689.224464331294,-19.8
2689.5728864788925,-15.8
2689.9212536358846,-16.2
2690.269565806666,-16.4
2690.6178229956163,-17.2
2690.9660252071185,-18.2
2691.3141724455654,-18.6
2691.662264715344,-17.0
2692.010302020834,-21.2
2692.358284366425,-19.8
2692.706211756511,-22.6
2693.0540841954717,-18.2
2693.401901687699,-18.2
2693.7496642375827,-15.6
2694.0973718495106,-19.6
2694.4450245278726,-17.4
2694.7926222770634,-20.2
2695.140165101461,-15.4
2695.4876530054657,-19.0
2695.8350859934676,-27.2
2696.1824640698565,-20.4
2696.529787239027,-20.8
2696.8770555053684,-22.4
2697.224268873267,-16.0
2697.5714273471276,-15.6
2697.918530931338,-21.6
2698.26557963029,-19.2
2698.6125734483785,-23.8
2698.9595123900012,-24.4
2699.306396459547,-15.2
2699.653225661418,-23.4
2700.0000000000027,-21.8
2700.3467194796963,-16.6
2700.6933841049035,-24.0
2701.0399938800124,-22.2
2701.3865488094316,-16.4
2701.7330488975413,-17.0
2702.07949414875,-23.2
2702.425884567453,-16.0
2702.772220158048,-21.6
2703.118500924939,-16.6
2703.4647268725207,-28.2
2703.8108980051848,-21.4
2704.15701432735,-21.2
2704.503075843399,-16.6
2704.8490825577405,-17.4
2705.1950344747715,-23.4
2705.5409315988963,-20.8
2705.8867739345187,-19.0
2706.2325614860383,-17.0
2706.578294257851,-20.8
2706.923972254371,-18.6
2707.269595479994,-18.2
2707.6151639391264,-22.0
2707.9606776361697,-21.8
2708.3061365755307,-21.0
2708.651540761608,-19.0
2708.9968901988154,-20.6
2709.342184891554,-22.6
2709.687424844228,-8.6
2710.0326100612397,-21.4
2710.3777405470078,-23.4
2710.722816305928,-22.8
2711.0678373424125,-20.0
2711.412803660866,-21.4
2711.7577152656963,-16.2
2712.102572161317,-15.6
2712.4473743521285,-16.6
2712.7921218425467,-19.6
2713.1368146369755,-21.0
2713.4814527398253,-15.6
2713.8260361555135,-17.2
2714.170564888439,-26.2
2714.5150389430155,-15.2
2714.859458323663,-18.8
2715.203823034783,-18.2
2715.5481330807866,-19.0
2715.8923884660962,-17.0
2716.2365891951154,-21.4
2716.580735272259,-15.2
2716.9248267019443,-25.4
2717.268863488577,-19.8
2717.612845636575,-21.8
2717.956773150359,-23.0
2718.300646034331,-20.6
2718.6444642929146,-20.4
2718.9882279305266,-25.0
2719.331936951576,-11.4
2719.6755913604793,-19.2
2720.01919116166,-19.0
2720.3627363595288,-19.2
2720.7062269585053,-20.4
2721.04966296301,-14.4
2721.3930443774543,-23.0
2721.7363712062547,-22.8
2722.079643453837,-16.2
2722.422861124621,-18.6
2722.766024223018,-13.4
2723.109132753453,-14.2
2723.452186720345,-16.6
2723.7951861281144,-20.8
2724.1381309811813,-19.0
2724.481021283969,-24.6
2724.8238570408967,-16.2
2725.1666382563853,-21.8
2725.509364934855,-24.4
2725.8520370807396,-16.0
2726.194654698445,-25.2
2726.5372177924064,-22.6
2726.8797263670467,-15.6
2727.2221804267874,-17.2
2727.56457997605,-19.8
2727.90692501926,-15.6
2728.2492155608456,-23.0
2728.591451605232,-17.2
2728.9336331568393,-24.8
2729.275760220101,-24.0
2729.617832799439,-11.6
2729.959850899281,-20.6
2730.3018145240544,-20.8
2730.6437236781817,-17.8
2730.9855783661005,-21.2
2731.327378592231,-16.2
2731.6691243610044,-21.0
2732.0108156768515,-19.4
2732.3524525441976,-13.4
2732.6940349674733,-19.2
2733.0355629511123,-25.4
2733.377036499536,-19.2
2733.718455617182,-26.4
2734.0598203084837,-21.0
2734.4011305778645,-15.0
2734.7423864297616,-15.8
2735.083587868605,-13.4
2735.4247348988283,-18.8
2735.76582752486,-19.6
2736.1068657511414,-13.4
2736.447849582095,-21.6
2736.7887790221625,-25.0
2737.129654075776,-13.4
2737.47047474737,-24.8
2737.8112410413783,-22.6
2738.1519529622383,-20.8
2738.4926105143813,-18.8
2738.833213702246,-12.6
2739.1737625302703,-19.0
2739.5142570028897,-21.0
2739.854697124534,-23.8
2740.195082899649,-24.4
2740.5354143326695,-16.8
2740.875691428031,-17.6
2741.2159141901793,-21.4
2741.5560826235464,-21.0
2741.8961967325713,-14.0
2742.2362565216927,-16.4
2742.5762619953534,-16.0
2742.9162131579924,-15.6
2743.256110014046,-15.6
2743.595952567964,-16.6
2743.9357408241763,-21.8
2744.275474787137,-17.8
2744.6151544612735,-20.8
2744.954779851038,-21.8
2745.294350960869,-17.4
2745.6338677952117,-22.2
2745.9733303585076,-18.4
2746.312738655199,-17.8
2746.652092689727,-19.0
2746.991392466541,-20.2
2747.330637990089,-13.8
2747.6698292648007,-26.4
2748.008966295141,-24.2
2748.3480490855395,-20.0
2748.6870776404503,-23.8
2749.0260519643166,-16.2
2749.3649720615836,-27.8
2749.703837936705,-21.0
2750.042649594115,-18.0
2750.381407038275,-16.8
2750.7201102736253,-20.2
2751.0587593046153,-14.2
2751.3973541356963,-27.8
2751.7358947713105,-25.0
2752.074381215915,-20.2
2752.412813473953,-22.8
2752.7511915498812,-17.8
2753.08951544814,-24.0
2753.427785173192,-19.6
2753.766000729476,-17.8
2754.1041621214526,-20.6
2754.442269353569,-19.4
2754.7803224302816,-18.2
2755.118321356035,-21.8
2755.456266135285,-20.4
2755.794156772489,-21.4
2756.1319932720953,-18.8
2756.4697756385585,-23.0
2756.807503876339,-13.0
2757.1451779898753,-18.6
2757.482797983643,-17.0
2757.820363862079,-15.4
2758.157875629647,-20.6
2758.4953332908044,-15.2
2758.8327368499977,-20.0
2759.170086311699,-21.6
2759.5073816803456,-21.8
2759.8446229604147,-21.4
2760.1818101563504,-21.6
2760.5189432726092,-25.0
2760.856022313656,-21.8
2761.1930472839467,-21.0
2761.530018187944,-15.0
2761.8669350300966,-21.6
2762.203797814877,-20.6
2762.54060654673,-26.0
2762.8773612301306,-14.8
2763.2140618695316,-16.2
2763.5507084693927,-27.6
2763.8873010341786,-20.0
2764.2238395683476,-22.6
2764.5603240763626,-25.8
2764.896754562684,-17.4
2765.2331310317736,-17.0
2765.5694534881036,-21.6
2765.9057219361252,-23.2
2766.2419363803056,-17.8
2766.5780968251115,-20.8
2766.914203275006,-19.4
2767.2502557344487,-21.2
2767.586254207911,-17.6
2767.9221986998537,-18.4
2768.2580892147416,-17.6
2768.593925757043,-17.0
2768.929708331224,-20.6
2769.26543694175,-24.2
2769.6011115930887,-18.8
2769.936732289703,-18.4
2770.2722990360658,-18.0
2770.6078118366395,-23.2
2770.9432706959,-20.2
2771.278675618308,-23.0
2771.614026608332,-21.0
2771.9493236704484,-20.6
2772.284566809121,-22.6
2772.619756028821,-22.6
2772.9548913340163,-21.6
2773.2899727291797,-22.6
2773.6250002187826,-20.4
2773.9599738072893,-23.0
2774.294893499185,-17.4
2774.629759298929,-17.8
2774.964571210993,-6.0
2775.299329239858,-26.0
2775.634033389989,-22.4
2775.968683665867,-16.2
2776.3032800719548,-19.8
2776.637822612736,-20.0
2776.9723112926754,-22.4
2777.3067461162536,-21.8
2777.6411270879457,-21.0
2777.975454212225,-23.2
2778.309727493561,-23.0
2778.6439469364395,-22.8
2778.978112545332,-12.2
2779.3122243247126,-18.0
2779.646282279056,-18.4
2779.9802864128487,-23.6
2780.314236730556,-21.2
2780.6481332366707,-23.4
2780.9819759356546,-26.0
2781.315764831991,-20.8
2781.6494999301635,-23.4
2781.9831812346474,-22.0
2782.316808749921,-18.4
2782.6503824804686,-17.0
2782.983902430763,-20.6
2783.317368605287,-18.2
2783.6507810085263,-19.0
2783.9841396449506,-25.0
2784.317444519053,-18.2
2784.6506956353082,-21.6
2784.983892998201,-15.6
2785.317036612207,-17.0
2785.650126481817,-19.2
2785.9831626115106,-18.6
2786.3161450057705,-22.6
2786.6490736690803,-15.0
2786.9819486059228,-21.8
2787.3147698207836,-18.0
2787.647537318143,-20.8
2787.980251102492,-20.8
2788.3129111783146,-22.2
2788.645517550093,-21.6
2788.978070222309,-17.2
2789.31056919946,-27.0
2789.64301448602,-13.4
2789.975406086488,-16.6
2790.307744005341,-20.2
2790.640028247069,-19.4
2790.972258816162,-16.2
2791.3044357171066,-22.2
2791.636558954391,-19.2
2791.9686285325024,-22.6
2792.3006444559305,-23.4
2792.632606729163,-23.2
2792.9645153566917,-23.2
2793.29637034301,-23.4
2793.628171692598,-17.6
2793.959919409957,-23.0
2794.2916134995694,-17.8
2794.623253965934,-22.2
2794.954840813534,-28.0
2795.2863740468633,-20.8
2795.61785367042,-17.8
2795.9492796886902,-26.4
2796.2806521061693,-18.2
2796.6119709273457,-21.8
2796.9432361567206,-17.4
2797.274447798781,-19.8
2797.605605858026,-15.8
2797.9367103389486,-21.8
2798.2677612460375,-23.4
2798.5987585837947,-20.4
2798.929702356714,-21.6
2799.26059256929,-21.8
2799.5914292260168,-18.4
2799.922212331394,-18.4
2800.2529418899126,-20.0
2800.583617906078,-15.0
2800.9142403843816,-18.2
2801.244809329318,-18.2
2801.575324745396,-17.0
2801.905786637103,-21.0
2802.2361950089376,-18.6
2802.5665498654025,-25.0
2802.896851210998,-17.6
2803.227099050219,-22.8
2803.5572933875683,-21.8
2803.887434227545,-21.0
2804.217521574649,-18.4
2804.5475554333825,-21.6
2804.877535808243,-21.6
2805.2074627037387,-16.6
2805.5373361243624,-23.4
2805.8671560746216,-21.8
2806.196922559014,-20.8
2806.5266355820463,-22.0
2806.856295148219,-18.8
2807.185901262039,-23.2
2807.5154539280024,-17.6
2807.8449531506203,-15.2
2808.1743989343922,-22.2
2808.5037912838234,-17.8
2808.8331302034185,-12.6
2809.162415697685,-27.2
2809.4916477711204,-24.6
2809.8208264282416,-17.6
2810.1499516735457,-26.0
2810.479023511545,-22.4
2810.808041946739,-18.2
2811.1370069836407,-15.4
2811.4659186267577,-20.6
2811.7947768805934,-19.6
2812.1235817496527,-16.2
2812.452333238449,-20.0
2812.7810313514933,-20.0
2813.109676093289,-18.0
2813.4382674683447,-22.4
2813.766805481173,-19.8
2814.0952901362807,-19.4
2814.4237214381815,-20.6
2814.7520993913813,-16.6
2815.0804240003918,-23.0
2815.408695269726,-18.0
2815.736913203896,-22.0
2816.0650778074064,-15.0
2816.393189084773,-15.6
2816.721247040513,-21.4
2817.0492516791323,-20.0
2817.3772030051414,-20.6
2817.705101023063,-19.6
2818.0329457374014,-19.2
2818.360737152673,-19.2
2818.688475273393,-19.0
2819.016160104072,-14.0
2819.3437916492317,-17.8
2819.6713699133793,-17.2
2819.9988949010353,-27.0
2820.3263666167127,-23.4
2820.653785064926,-18.2
2820.9811502501916,-22.8
2821.3084621770267,-22.8
2821.635720849948,-22.8
2821.9629262734743,-22.6
